Age,Age levels,BusinessTravel,Department,JobRole,Job Level,Satisfication,Consistency,Managers cosnsistency,Experience,Salary Range (K),EducationField,Gender,Distance to Home,OverTime,WLB,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,DailyRate,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HourlyRate,JobInvolvement,JobLevel,MonthlyRate
34,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 2,Miduem,0 to 5,0 to 5,Advanced,1 to 5,Life Sciences,Female,Very Close,No,Balanced,"$4,505",6,15,3,1031,3,12,1,0,0,0,45,2,2,15000
37,thirteenth,Travel Rarely,Sales,Sales Executive,Level 3,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Life Sciences,Male,Very Close,No,Balanced,"$7,428",2,12,3,1189,3,12,5,3,1,3,87,3,3,14506
34,thirteenth,Travel Rarely,Research & Dev.,Manager,Level 3,Miduem,11 to 20,6 to 10,Advanced,10 to 15,Medical,Female,Very Close,No,Balanced,"$11,631",2,12,6,1354,3,14,11,10,5,8,45,2,3,5615
36,thirteenth,Travel Frequently,Sales,Sales Executive,Level 3,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Technical Degree,Female,Close,No,Balanced,"$9,738",0,14,6,1467,3,10,9,7,2,8,92,3,3,22952
36,thirteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Low,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Female,Very Close,No,Balanced,"$2,835",5,22,2,922,4,7,1,0,0,0,39,3,1,2561
43,fourteenth,Travel Frequently,Sales,Manager,Level 4,Miduem,21 to 30,11 to 20,Expert,15 to 20,Life Sciences,Male,Far,Yes,Balanced,"$16,959",1,12,3,394,3,25,25,12,4,12,92,3,4,19494
30,thirteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Low,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Male,Far,No,Not Balanced,"$2,613",1,25,2,1312,4,10,10,7,0,9,96,1,1,22310
33,thirteenth,Non-Travel,Sales,Sales Executive,Level 2,Miduem,6 to 10,6 to 10,Experienced,5 to 10,Marketing,Male,Far,No,Balanced,"$6,146",0,13,2,750,3,8,7,7,0,7,95,3,2,15480
56,fifteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Female,Close,Yes,Balanced,"$4,963",9,18,2,441,3,7,5,4,4,3,72,3,1,4510
51,fifteenth,Travel Rarely,Research & Dev.,Research Director,Level 5,Low,11 to 20,11 to 20,Expert,15 to 20,Life Sciences,Male,Very Close,No,Balanced,"$19,537",7,13,5,684,3,23,20,18,15,15,51,3,5,6462
31,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Male,Very Close,Yes,Not Balanced,"$6,172",4,18,3,249,3,12,7,7,7,7,76,1,2,20739
26,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Other,Female,Very Close,No,Not Balanced,"$2,368",1,19,3,841,3,5,5,4,4,3,46,2,1,23300
58,fifteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 3,High,31 to 40,6 to 10,Expert,10 to 15,Medical,Female,Far,No,Not Balanced,"$10,312",1,12,3,147,3,40,40,10,15,6,94,3,3,3465
19,twenteth,Travel Rarely,Sales,Sales Representative,Level 1,High,0 to 5,0 to 5,Entry,1 to 5,Marketing,Male,Far,Yes,Not Balanced,"$1,675",1,19,2,528,3,0,0,0,0,0,50,3,1,26820
22,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Technical Degree,Male,Very Close,No,Balanced,"$2,523",0,14,2,594,3,3,2,1,2,1,100,3,1,19299
49,fourteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,Miduem,11 to 20,11 to 20,Advanced,5 to 10,Medical,Female,Far,No,Not Balanced,"$6,567",1,14,2,470,3,16,15,11,5,11,96,3,2,5549
43,fourteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Advanced,1 to 5,Medical,Female,Far,No,Balanced,"$4,739",4,12,2,957,3,18,3,2,1,2,72,4,1,16090
50,fifteenth,Travel Frequently,Sales,Sales Executive,Level 3,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Marketing,Female,Close,No,Balanced,"$9,208",4,11,3,809,3,16,2,2,2,1,77,3,3,6645
31,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Female,Far,Yes,Balanced,"$4,559",3,11,2,542,3,4,2,2,2,2,71,1,2,24788
41,fourteenth,Travel Rarely,Sales,Sales Executive,Level 3,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Male,Very Close,Yes,Balanced,"$8,189",3,13,2,802,3,12,9,7,0,7,96,3,3,21196
26,twenteth,Travel Rarely,HR,Human Resources,Level 1,Miduem,6 to 10,6 to 10,Experienced,1 to 5,Life Sciences,Female,Far,No,Balanced,"$2,942",1,23,3,1355,4,8,8,7,5,7,61,3,1,8916
36,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Balanced,"$4,941",6,20,0,216,4,7,3,2,0,1,84,3,2,2819
51,fifteenth,Travel Frequently,Research & Dev.,Manufacturing Director,Level 3,Low,0 to 5,0 to 5,Advanced,10 to 15,Life Sciences,Male,Very Close,No,Balanced,"$10,650",2,15,2,1150,3,18,4,2,0,3,53,1,3,25150
39,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,High,11 to 20,6 to 10,Advanced,5 to 10,Life Sciences,Female,Very Close,No,Balanced,"$5,902",4,14,1,1329,3,17,15,11,5,9,47,2,2,14590
25,twenteth,Travel Rarely,Sales,Sales Executive,Level 2,Low,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Male,Far,No,Balanced,"$8,639",2,18,3,959,3,6,2,2,2,2,41,2,2,24835
30,thirteenth,Travel Rarely,HR,Human Resources,Level 2,Miduem,11 to 20,6 to 10,Advanced,5 to 10,Human Resources,Male,Very Close,Yes,Not Balanced,"$6,347",0,19,2,1240,3,12,11,9,4,7,48,3,2,13982
32,thirteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Low,0 to 5,0 to 5,Advanced,1 to 5,Medical,Female,Very Close,No,Balanced,"$4,200",7,22,2,1033,4,10,5,4,0,4,41,3,1,10224
45,fourteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,0 to 5,Experienced,1 to 5,Medical,Male,Far,No,Not Balanced,"$3,452",5,13,2,1316,3,9,6,5,0,3,83,3,1,9752
38,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 2,High,0 to 5,0 to 5,Advanced,1 to 5,Technical Degree,Female,Very Close,Yes,Balanced,"$4,317",3,20,2,364,4,19,3,2,2,2,32,3,2,2302
30,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Low,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Female,Close,No,Not Balanced,"$2,632",1,14,4,438,3,5,5,4,0,4,75,3,1,23910
32,thirteenth,Travel Frequently,Sales,Sales Executive,Level 2,High,6 to 10,6 to 10,Experienced,1 to 5,Medical,Male,Very Close,No,Balanced,"$4,668",0,17,2,689,3,9,8,7,0,7,35,1,2,22812
30,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Technical Degree,Female,Very Close,No,Balanced,"$3,204",5,14,3,201,3,8,3,2,2,2,84,3,1,10415
30,thirteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Balanced,"$2,720",0,13,3,1427,3,6,5,3,1,2,35,2,1,11162
41,fourteenth,Travel Frequently,Research & Dev.,Manager,Level 4,High,6 to 10,6 to 10,Expert,15 to 20,Life Sciences,Male,Very Close,No,Not Balanced,"$17,181",4,13,2,857,3,21,7,6,7,7,91,2,4,12888
41,fourteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,238",2,21,2,933,4,7,5,0,1,4,94,3,1,6961
19,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Medical,Female,Very Close,No,Balanced,"$1,483",1,14,3,1181,3,1,1,0,0,0,79,3,1,16102
40,fourteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 2,Miduem,11 to 20,11 to 20,Expert,5 to 10,Medical,Female,Far,No,Balanced,"$5,605",1,11,2,1395,3,20,20,7,2,13,54,3,2,8504
35,thirteenth,Travel Rarely,Sales,Sales Executive,Level 3,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Marketing,Male,Very Close,No,Balanced,"$7,295",1,13,3,662,3,10,10,8,0,6,94,3,3,11439
53,fifteenth,Travel Rarely,Sales,Sales Representative,Level 2,Miduem,6 to 10,0 to 5,Advanced,1 to 5,Marketing,Male,Very Close,Yes,Not Balanced,"$2,306",2,20,3,1436,4,13,7,7,4,5,34,3,2,16047
45,fourteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 2,Miduem,11 to 20,11 to 20,Expert,1 to 5,Life Sciences,Male,Very Close,No,Not Balanced,"$2,348",8,18,2,194,3,20,17,9,0,15,60,3,2,10901
32,thirteenth,Travel Frequently,Sales,Sales Executive,Level 3,Miduem,6 to 10,6 to 10,Experienced,5 to 10,Marketing,Female,Very Close,No,Balanced,"$8,998",1,14,2,967,3,9,9,8,3,7,43,3,3,15589
29,twenteth,Non-Travel,Research & Dev.,Manufacturing Director,Level 2,High,6 to 10,6 to 10,Advanced,1 to 5,Technical Degree,Male,Very Close,No,Balanced,"$4,319",1,13,1,1496,3,10,10,7,0,9,41,3,2,26283
51,fifteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Medical,Male,Very Close,No,Balanced,"$6,132",2,17,2,1169,3,10,1,0,0,0,34,2,2,13983
58,fifteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Female,Very Close,Yes,Not Balanced,"$3,346",4,20,3,1145,4,9,1,0,0,0,75,2,1,11873
40,fourteenth,Travel Rarely,Sales,Sales Executive,Level 3,Miduem,11 to 20,11 to 20,Advanced,10 to 15,Marketing,Male,Very Close,No,Not Balanced,"$10,855",7,11,2,630,3,15,12,11,2,11,67,2,3,8552
34,thirteenth,Travel Frequently,Sales,Sales Representative,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Marketing,Female,Very Close,No,Balanced,"$2,231",6,18,3,303,3,6,4,3,1,2,75,3,1,11314
22,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Medical,Male,Close,No,Balanced,"$2,323",1,24,6,1256,4,2,2,2,2,2,80,3,1,11992
27,twenteth,Non-Travel,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Not Balanced,"$2,024",6,18,1,691,3,6,2,2,2,2,57,3,1,5970
28,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Far,No,Not Balanced,"$2,713",1,11,2,440,3,5,5,2,0,2,42,3,1,6672
57,fifteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 3,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Life Sciences,Male,Far,Yes,Not Balanced,"$9,439",3,16,2,334,3,12,5,3,1,4,83,4,3,23402
27,twenteth,Non-Travel,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Medical,Male,Very Close,Yes,Not Balanced,"$2,566",1,15,2,1450,3,1,1,1,0,1,79,2,1,25326
50,fifteenth,Travel Rarely,Research & Dev.,Manager,Level 5,Miduem,0 to 5,0 to 5,Expert,15 to 20,Life Sciences,Female,Close,No,Balanced,"$19,926",3,15,5,1452,3,21,5,4,4,4,53,3,5,17053
41,fourteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Low,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Male,Close,No,Balanced,"$2,451",4,12,2,465,3,13,9,8,1,8,56,3,1,4609
30,thirteenth,Travel Rarely,Sales,Sales Executive,Level 3,Miduem,6 to 10,0 to 5,Advanced,5 to 10,Life Sciences,Female,Very Close,No,Balanced,"$9,419",2,12,2,1339,3,12,10,9,7,4,41,3,3,8053
38,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Low,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Female,Very Close,No,Balanced,"$8,686",4,22,2,702,4,12,8,3,0,7,59,2,2,12930
32,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$3,038",3,20,2,120,4,8,5,4,1,4,43,3,1,12430
27,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Technical Degree,Male,Close,Yes,Not Balanced,"$3,058",0,16,3,1157,3,6,5,2,1,1,51,3,1,13364
19,twenteth,Travel Frequently,Sales,Sales Representative,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Technical Degree,Female,Very Close,No,Balanced,"$2,325",0,21,5,602,4,1,0,0,0,0,100,1,1,20989
36,thirteenth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 1,High,6 to 10,0 to 5,Advanced,1 to 5,Medical,Male,Very Close,No,Not Balanced,"$2,088",4,12,3,1480,3,13,8,7,7,2,30,3,1,15062
30,thirteenth,Non-Travel,Research & Dev.,Laboratory Technician,Level 2,Miduem,11 to 20,6 to 10,Advanced,1 to 5,Medical,Male,Very Close,No,Balanced,"$3,072",1,11,4,111,3,12,12,9,6,10,66,3,2,11012
45,fourteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Female,Very Close,Yes,Balanced,"$5,006",4,11,3,1268,3,9,5,4,0,3,30,3,2,6319
56,fifteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Advanced,1 to 5,Life Sciences,Female,Very Close,Yes,Balanced,"$4,257",4,18,3,713,3,19,2,2,2,2,67,3,1,13939
33,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,500",0,14,2,134,3,4,3,1,0,2,90,3,1,10515
19,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Life Sciences,Male,Very Close,No,Not Balanced,"$1,102",1,22,3,303,4,1,1,0,1,0,47,2,1,9241
46,fourteenth,Travel Rarely,Sales,Sales Executive,Level 3,Miduem,21 to 30,6 to 10,Expert,10 to 15,Marketing,Female,Very Close,No,Balanced,"$10,453",1,25,2,526,4,24,24,13,15,7,92,3,3,2137
38,thirteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Female,Very Close,No,Balanced,"$2,288",1,12,3,1380,3,2,2,2,2,1,75,3,1,6319
31,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Female,Close,Yes,Balanced,"$3,929",8,23,0,140,4,7,4,2,0,2,95,3,1,6984
34,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Medical,Female,Far,No,Balanced,"$2,311",2,15,3,629,3,9,3,2,1,2,95,3,1,5711
41,fourteenth,Travel Rarely,Sales,Sales Representative,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Marketing,Female,Far,Yes,Not Balanced,"$3,140",1,22,5,1356,4,4,4,3,0,2,70,3,1,21728
50,fifteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Not Balanced,"$3,690",2,15,2,328,3,5,3,2,0,2,86,2,1,3425
53,fifteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,High,0 to 5,0 to 5,Experienced,1 to 5,Medical,Female,Close,No,Balanced,"$4,450",1,11,3,1084,3,5,4,2,1,3,57,4,2,26250
33,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,6 to 10,6 to 10,Experienced,1 to 5,Medical,Female,Close,No,Balanced,"$2,756",1,13,5,931,3,8,8,7,1,6,72,3,1,4673
40,fourteenth,Travel Rarely,Research & Dev.,Manager,Level 5,High,11 to 20,6 to 10,Expert,15 to 20,Medical,Female,Very Close,No,Balanced,"$19,033",1,14,2,989,3,21,20,8,9,9,46,3,5,6499
55,fifteenth,Travel Rarely,Research & Dev.,Research Director,Level 5,Miduem,21 to 30,11 to 20,Expert,15 to 20,Medical,Male,Close,No,Balanced,"$18,722",8,11,3,692,3,36,24,15,2,15,61,4,5,13339
34,thirteenth,Travel Frequently,Research & Dev.,Manufacturing Director,Level 2,High,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Male,Very Close,No,Not Balanced,"$9,547",1,17,2,1069,3,10,10,9,1,9,45,2,2,14074
51,fifteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 4,High,6 to 10,0 to 5,Expert,10 to 15,Medical,Female,Very Close,No,Balanced,"$13,734",3,18,6,313,3,21,7,7,1,0,98,3,4,7192
52,fifteenth,Travel Rarely,Research & Dev.,Manager,Level 5,Miduem,31 to 40,6 to 10,Expert,15 to 20,Life Sciences,Male,Very Close,No,Balanced,"$19,999",0,14,5,699,3,34,33,18,11,9,65,2,5,5678
27,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,6 to 10,0 to 5,Experienced,1 to 5,Medical,Female,Very Close,No,Not Balanced,"$2,279",1,16,2,894,3,7,7,7,0,3,99,3,1,11781
35,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,Miduem,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Male,Far,Yes,Balanced,"$5,916",3,13,1,556,3,8,1,0,0,1,50,2,2,15497
43,fourteenth,Non-Travel,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Balanced,"$2,089",4,14,3,1344,3,7,5,4,2,2,37,4,1,5228
45,fourteenth,Non-Travel,Research & Dev.,Manager,Level 4,Low,11 to 20,6 to 10,Expert,15 to 20,Medical,Male,Very Close,No,Balanced,"$16,792",9,23,1,1195,4,22,20,8,11,8,65,2,4,20462
37,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,6 to 10,Experienced,1 to 5,Life Sciences,Male,Far,Yes,Not Balanced,"$3,564",1,12,3,290,3,8,8,7,1,7,65,4,1,22977
35,thirteenth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 2,Miduem,6 to 10,0 to 5,Advanced,1 to 5,Medical,Female,Very Close,No,Balanced,"$4,425",5,11,5,138,3,10,6,2,1,2,37,3,2,15986
42,fourteenth,Non-Travel,Research & Dev.,Manufacturing Director,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Medical,Female,Far,No,Balanced,"$5,265",2,16,5,926,3,11,5,3,0,2,36,3,2,16439
38,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,High,0 to 5,0 to 5,Advanced,5 to 10,Life Sciences,Male,Very Close,No,Balanced,"$6,553",9,14,3,1261,3,14,1,0,0,0,88,3,2,7259
38,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,High,6 to 10,6 to 10,Experienced,5 to 10,Technical Degree,Male,Far,No,Not Balanced,"$6,261",3,18,3,1084,3,9,7,7,1,7,54,3,2,4185
27,twenteth,Travel Frequently,Research & Dev.,Manufacturing Director,Level 2,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Technical Degree,Male,Very Close,No,Balanced,"$4,298",5,19,1,472,3,6,2,2,2,0,60,2,2,9679
49,fourteenth,Non-Travel,Research & Dev.,Manufacturing Director,Level 2,High,6 to 10,6 to 10,Experienced,5 to 10,Life Sciences,Male,Close,Yes,Balanced,"$6,804",1,15,0,1002,3,7,7,7,1,7,92,3,2,23793
34,thirteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,Yes,Balanced,"$3,815",1,17,4,878,3,5,5,3,2,0,43,3,1,5972
40,fourteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 2,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Medical,Male,Close,Yes,Balanced,"$2,741",8,15,2,905,3,15,7,2,3,7,99,3,2,16523
38,thirteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Medical,Male,Far,Yes,Balanced,"$6,673",7,19,2,1180,3,17,1,0,0,0,70,3,2,11354
29,twenteth,Travel Rarely,Sales,Sales Executive,Level 3,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Marketing,Female,Far,No,Not Balanced,"$7,639",1,22,3,121,4,10,10,4,1,9,35,3,3,24525
22,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Male,Very Close,Yes,Not Balanced,"$2,328",1,16,2,1136,3,4,4,2,2,2,60,4,1,12392
36,thirteenth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 1,Miduem,6 to 10,6 to 10,Experienced,1 to 5,Medical,Female,Close,No,Balanced,"$2,153",1,13,2,635,3,8,8,1,1,7,73,3,1,7703
40,fourteenth,Non-Travel,Research & Dev.,Healthcare Representative,Level 2,High,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Not Balanced,"$4,876",9,14,5,1151,3,5,3,2,0,2,63,2,2,14242
46,fourteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 3,High,0 to 5,0 to 5,Advanced,5 to 10,Medical,Male,Very Close,No,Balanced,"$9,396",7,16,3,644,3,17,4,2,0,3,97,3,3,12368
32,thirteenth,Travel Rarely,Sales,Sales Executive,Level 3,High,11 to 20,6 to 10,Advanced,10 to 15,Medical,Male,Very Close,No,Not Balanced,"$10,400",1,11,2,1045,3,14,14,8,9,8,32,1,3,25812
30,thirteenth,Non-Travel,Research & Dev.,Manufacturing Director,Level 3,Miduem,11 to 20,6 to 10,Advanced,5 to 10,Life Sciences,Male,Very Close,No,Balanced,"$8,474",1,22,2,829,4,12,11,8,5,8,88,2,3,20925
27,twenteth,Travel Frequently,Sales,Sales Executive,Level 2,High,6 to 10,6 to 10,Experienced,5 to 10,Life Sciences,Female,Far,No,Balanced,"$9,981",1,14,2,1242,3,7,7,7,0,7,90,3,2,12916
51,fifteenth,Travel Rarely,Research & Dev.,Research Director,Level 3,Miduem,6 to 10,6 to 10,Advanced,10 to 15,Life Sciences,Male,Very Close,No,Not Balanced,"$12,490",5,16,5,1469,3,16,10,9,4,7,81,2,3,15736
30,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Technical Degree,Female,Very Close,Yes,Balanced,"$2,657",5,11,5,1005,3,8,5,2,0,4,88,3,1,8556
41,fourteenth,Travel Rarely,Sales,Manager,Level 3,High,0 to 5,0 to 5,Advanced,10 to 15,Life Sciences,Female,Very Close,Yes,Balanced,"$13,591",3,18,3,896,3,16,1,0,0,0,75,3,3,14674
30,thirteenth,Travel Frequently,Sales,Sales Executive,Level 2,Miduem,6 to 10,0 to 5,Experienced,5 to 10,Marketing,Female,Far,No,Not Balanced,"$6,696",5,15,5,334,3,9,6,3,0,1,52,2,2,22967
29,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,0 to 5,Experienced,1 to 5,Technical Degree,Male,Very Close,No,Not Balanced,"$2,058",0,14,1,992,3,7,6,2,1,5,85,3,1,19757
45,fourteenth,Non-Travel,Sales,Sales Executive,Level 3,High,11 to 20,6 to 10,Expert,5 to 10,Medical,Female,Very Close,No,Balanced,"$8,865",6,12,2,1052,3,23,19,7,12,8,57,2,3,16840
54,fifteenth,Travel Rarely,Sales,Sales Executive,Level 2,High,6 to 10,0 to 5,Advanced,5 to 10,Marketing,Female,Very Close,No,Balanced,"$5,940",2,14,4,1147,3,16,6,2,0,5,52,3,2,17011
36,thirteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 2,High,11 to 20,6 to 10,Advanced,5 to 10,Life Sciences,Male,Very Close,No,Balanced,"$5,914",8,16,3,1396,3,16,13,11,3,7,62,3,2,9945
33,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Female,Very Close,No,Balanced,"$2,622",6,21,3,147,4,7,3,2,1,1,47,2,1,13248
37,thirteenth,Travel Frequently,Research & Dev.,Research Director,Level 3,Miduem,6 to 10,6 to 10,Advanced,10 to 15,Other,Male,Close,Yes,Balanced,"$12,185",1,14,1,663,3,10,10,8,0,7,47,3,3,10056
38,thirteenth,Travel Rarely,Sales,Sales Executive,Level 3,Low,11 to 20,11 to 20,Advanced,10 to 15,Life Sciences,Male,Very Close,No,Not Balanced,"$10,609",0,12,6,119,3,17,16,10,5,13,76,3,3,9647
31,thirteenth,Non-Travel,Research & Dev.,Manufacturing Director,Level 2,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Balanced,"$4,345",0,12,2,979,3,6,5,4,1,4,90,1,2,4381
59,fifteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,177",3,17,6,142,3,7,1,0,0,0,70,2,1,8456
37,thirteenth,Travel Frequently,Sales,Sales Representative,Level 1,Low,6 to 10,6 to 10,Advanced,1 to 5,Marketing,Male,Very Close,No,Balanced,"$2,793",4,17,2,319,3,13,9,8,5,8,41,3,1,2539
29,twenteth,Travel Frequently,Sales,Sales Executive,Level 3,Miduem,11 to 20,0 to 5,Advanced,5 to 10,Medical,Female,Very Close,No,Balanced,"$7,918",1,14,5,1413,3,11,11,10,4,1,42,3,3,6599
35,thirteenth,Travel Frequently,Sales,Sales Executive,Level 3,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Marketing,Female,Very Close,No,Balanced,"$8,789",1,14,3,944,3,10,10,7,0,8,92,3,3,9096
29,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Medical,Male,Close,Yes,Not Balanced,"$2,389",1,13,3,896,3,4,4,3,0,1,86,2,1,14961
